PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,cluster
16157882,exenatide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC9=CN=CN9)N,0,0,-1,-1,-1,-1,352
3341,fenoldopam,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,0,0,-1,-1,-1,-1,353
14789,ferumoxytol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,O[Fe]=O.O[Fe]=O.[Fe],0,0,-1,-1,-1,-1,19
9849808,fesoterodine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,0,0,-1,-1,-1,-1,354
3348,fexofenadine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,0,0,0,-1,0,-1,355
3354,flavoxate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,0,0,-1,-1,-1,-1,356
30751,fludarabine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,0,0,-1,-1,-1,-1,357
31378,fludrocortisone,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F,0,0,0,-1,0,-1,358
3373,flumazenil,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,0,0,0,-1,0,-1,359
16850,fluorescein,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,0,0,-1,-1,-1,-1,360
6037,folic acid,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,0,0,0,-1,0,-1,361
77992,frovatriptan,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,0,0,-1,-1,-1,-1,362
6918204,gadobenate dimeglumine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3],0,0,-1,-1,-1,-1,19
158440,gadofosveset trisodium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CC(CCC1OP(=O)([O-])OC[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.O.[Na+].[Na+].[Na+].[Gd+3],0,0,-1,-1,-1,-1,363
55466,gadopentetate dimeglumine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,-1,-1,-1,-1,19
60714,gadoteridol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],0,0,-1,-1,-1,-1,19
444013,gadoversetamide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,-1,-1,-1,-1,19
23663870,gamma hydroxybutyric acid,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(CC(=O)[O-])CO.[Na+],0,0,-1,-1,-1,-1,19
16130957,ganirelix acetate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC,0,0,-1,-1,-1,-1,364
3494,glycopyrrolate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,0,0,-1,-1,-1,-1,365
3516,guaifenesin,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,COC1=CC=CC=C1OCC(CO)O,0,0,-1,0,-1,-1,19
3518,guanethidine,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C1CCCN(CCC1)CCN=C(N)N,0,0,2,-1,1,-1,19
65513,histamine diphosphate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,0,0,-1,-1,-1,-1,366
5754,hydrocortisone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,Negative,.,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,0,0,-1,-1,0,-1,253
3658,hydroxyzine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0,0,-1,0,-1,-1,204
60852,ibandronate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,0,-1,-1,-1,-1,19
60753,ibutilide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0,0,-1,-1,-1,-1,19
19190,indocyanine green,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+],0,0,-1,-1,-1,-1,367
3739,iodipamide meglumine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,0,0,-1,-1,-1,-1,19
3737,iothalamate sodium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,0,0,-1,-1,-1,-1,19
3741,ioversol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,0,0,-1,-1,-1,-1,368
3779,isoproterenol,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,0,0,0,-1,0,-1,19
6883,isosorbide dinitrate,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],0,0,0,-1,0,-1,19
3783,isoxsuprine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,0,0,0,-1,0,-1,19
6032,kanamycin,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,0,0,0,-1,0,-1,310
11333,lactulose,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,0,0,-1,-1,-1,-1,19
176168,lanthanum carbonate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].O.[La+3].[La+3],0,0,-1,-1,-1,-1,19
6322,l-arginine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C(C[C@@H](C(=O)O)N)CN=C(N)N,0,0,0,-1,0,-1,19
10917,l-carnitine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,0,0,-1,-1,-1,0,19
54575,leucovorin,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,Negative,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O,0,0,0,-1,0,0,369
143,Levoleucovorin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,0,0,-1,-1,-1,-1,369
15341110,levomefolate calcium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2],0,0,-1,-1,-1,-1,370
13109,levonorgestrel,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,0,0,-1,-1,-1,-1,117
5359272,levorphanol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0,0,-1,-1,-1,-1,338
3676,lidocaine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0,0,0,-1,0,-1,371
5920,liothyronine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,0,0,0,0,0,-1,247
6137,l-methionine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CSCC[C@@H](C(=O)O)N,0,0,-1,-1,-1,-1,19
3955,loperamide,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,0,0,0,-1,0,-1,372
3957,loratadine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,0,0,-1,-1,-1,-1,219
656719,lubiprostone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)O)O)(F)F,0,0,-1,-1,-1,-1,373
453,mannitol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(C(C(C(C(CO)O)O)O)O)O,0,0,-1,-1,-1,-1,19
4032,mecamylamine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CC1(C2CCC(C2)C1(C)NC)C,0,0,-1,0,-1,-1,19
4034,meclizine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,0,0,-1,0,-1,-1,204
4057,mepenzolate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,0,0,-1,-1,-1,-1,365
4058,meperidine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,0,0,-1,0,-1,-1,343
4062,mepivacaine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,Negative,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,0,0,-1,0,-1,0,374
4064,meprobamate,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,CCCC(C)(COC(=O)N)COC(=O)N,0,0,2,-1,1,-1,19
10836,methamphetamine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,C[C@@H](CC1=CC=CC=C1)NC,0,0,-1,0,-1,-1,19
6476,methsuximide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,0,0,-1,-1,-1,-1,19
8226,methylergonovine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,0,0,0,-1,0,-1,375
5361917,methylnaltrexone bromide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-],0,0,-1,-1,-1,-1,376
4120,methylscopolamine bromide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,0,0,-1,-1,-1,-1,315
9681,methysergide,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,0,0,0,-1,0,-1,375
4174,metyrapone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,0,0,-1,-1,-1,-1,19
441350,metyrosine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,0,0,-1,0,-1,-1,19
4192,midazolam,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,0,0,-1,-1,-1,0,377
4195,midodrine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,0,0,-1,0,-1,-1,378
55245,mifepristone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,0,0,-1,-1,-1,-1,379
441314,miglitol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,0,0,-1,-1,-1,-1,380
51634,miglustat,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,0,0,-1,-1,-1,-1,380
4201,minoxidil,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,0,0,-1,0,-1,-1,381
4211,mitotane,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,0,0,-1,-1,-1,-1,382
5281042,mivacurium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,0,0,-1,-1,-1,-1,314
5288826,morphine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,0,0,-1,0,-1,-1,329
5284592,nabilone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCCC(C)(C)C1=CC2=C([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)C(=C1)O,0,0,-1,-1,-1,-1,383
5360630,nalbuphine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,C1CC(C1)CN2CC[C@]34C5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O,0,0,-1,0,-1,-1,384
5284596,naloxone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0,0,-1,-1,-1,-1,384
4454,neomycin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,0,0,-1,-1,-1,-1,310
25081014,nesiritide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC4C=NC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO,0,0,-1,-1,-1,-1,385
41684,nitazoxanide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],0,0,-1,-1,-1,-1,386
4510,nitroglycerin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],0,0,-1,-1,-1,-1,19
11963622,nitroprusside,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],0,0,-1,-1,-1,-1,19
439260,norepinephrine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC(=C(C=C1[C@H](CN)O)O)O,0,0,-1,-1,-1,-1,19
541197,norethindrone acetate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,0,0,-1,-1,-1,-1,117
11953884,nystatin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)C(=O)O)O)O)N)O,0,0,-1,-1,-1,-1,387
4086,orciprenaline,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,0,0,2,-1,1,-1,19
4601,orphenadrine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,0,0,0,0,0,-1,19
4634,oxybutynin,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,Negative,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,0,0,0,0,0,0,388
5284603,oxycodone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,0,0,-1,-1,-1,-1,384
5284604,oxymorphone,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0,0,-1,0,-1,-1,384
439302,oxytocin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0,0,-1,-1,-1,-1,389
115237,paliperidone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0,0,-1,-1,-1,-1,271
11806,pamabrom,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)(CO)N.CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,0,0,-1,-1,-1,-1,390
154228,pancrelipase,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[Si]12OCCN(CC(O1)COCC=C)CC(O2)COCC=C,0,0,-1,-1,-1,-1,391
27350,pancuronium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],0,0,-1,-1,-1,-1,392
165580,paromomycin,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,0,0,0,-1,0,-1,310
22879211,pegfilgrastim,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN(C)C1=CC(=C(C=C1)OC)CN[C@H]2CCCN[C@H]2C3=CC=CC=C3,0,0,-1,-1,-1,-1,393
37464,penbutolol,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O,0,0,2,-1,1,-1,394
6869,penicillin v,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Postive,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,0,0,-1,-1,-1,1,139
444007,pentagastrin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)COC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,0,0,-1,-1,-1,-1,395
441278,pentazocine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,0,0,-1,-1,-1,-1,396
3053,pentetic acid,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,0,-1,-1,-1,-1,19
6432,perflutren,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(C(F)(F)F)(C(F)(F)F)(F)F,0,0,-1,-1,-1,-1,19
12460,phendimetrazine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CC1C(OCCN1C)C2=CC=CC=C2,0,0,-1,0,-1,-1,397
4768,phenoxybenzamine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,Negative,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,0,0,0,0,0,0,19
5775,phentolamine,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,0,0,2,-1,1,-1,398
